seed_id,route_pair_id,n_A,n_B,admissible_edges,max_matched_slots,median_cost_units,cell_status,bank_id,unmatched_count
SEED_ICLR2026_80fb1ea680189649aa06bf1bffc36a73,R2,23,1,21,1,115081,MEASURED,d6b86871c21e591f6603fe7662d38a112ce979f6c68878bd1481c5918b32f987,22
SEED_ICLR2026_80fb1ea680189649aa06bf1bffc36a73,R3,23,10,190,10,70343.0,MEASURED,df2334cd4b80dc8394d999e6933b49ad920ff61c404121aabb47d547bb06bbc2,13
SEED_ICLR2026_80fb1ea680189649aa06bf1bffc36a73,R4,0,10,0,0,,MEASURED,b2a5e6c399949304e08054b4a12082be0b308c13a5e33e4e1a15965e781919ad,10
SEED_ICLR2026_8105a80cea247fa6f8441a8069b65f2a,R1,73,3,204,3,81380,MEASURED,6796a351f045ab8c9b9dff23ecee3ec3a33dd94dfd21fbab196d51640ba9e588,70
SEED_ICLR2026_8105a80cea247fa6f8441a8069b65f2a,R2,73,10,715,10,116937.5,MEASURED,50d0e3014fca717914e60c5b1612fd5c480ec502651e33dd2d984ff2323a85f3,63
SEED_ICLR2026_8105a80cea247fa6f8441a8069b65f2a,R3,73,4,228,4,117784.0,MEASURED,9c1c4fa9376bee9ef8a2941422164a8c6af81a84f3185d6b53645fc2f1c7e5f3,69
SEED_ICLR2026_8105a80cea247fa6f8441a8069b65f2a,R4,3,4,11,3,183595,MEASURED,78080ebcf72eb32ccc3a6d66dfb5e58423514eb669bc661a64e2639ee8b729ae,1
SEED_ICLR2026_812c6e27edecd771cc494eb4a06e8927,R1,41,1,41,1,6702,MEASURED,6458c60af2829e955e3a086d7d9fca096d55588fc5d16f83ec9de361efb6f315,40
SEED_ICLR2026_812c6e27edecd771cc494eb4a06e8927,R2,41,5,205,5,157003,MEASURED,79afcfddebc6b06fc4092dc0dcfd939d62318c29e0a8841d3119ff9a1963a5e1,36
SEED_ICLR2026_812c6e27edecd771cc494eb4a06e8927,R3,41,6,243,6,47539.5,MEASURED,3fbccce96b0a5e9482fd0c2ec2093dac2588305ee28cc098ef40e4c7213074f7,35
SEED_ICLR2026_812c6e27edecd771cc494eb4a06e8927,R4,1,6,6,1,129733,MEASURED,6cda47b9e62deba27038ec9873df50a75914e765bbf706f7cb1b92b0bb997b55,5
SEED_ICLR2026_812f0e17bf0fa2a31a3d0b24dca49462,R1,24,2,44,2,159512.0,MEASURED,7a57d76ddf28b7634944ea52ab3c1f8057ae7f80e34bfaef0a21024edcdf16e1,22
SEED_ICLR2026_812f0e17bf0fa2a31a3d0b24dca49462,R2,24,8,173,8,152676.0,MEASURED,3e02a7383fa124daa535236ef58ac9dda37c362a2244b6cea01282ae660e0226,16
SEED_ICLR2026_812f0e17bf0fa2a31a3d0b24dca49462,R3,24,3,62,3,47225,MEASURED,8b61ae87f9ccc23df380e21bba703f36bcdbe123f9a161958e1320ff69ec349d,21
SEED_ICLR2026_812f0e17bf0fa2a31a3d0b24dca49462,R4,2,3,6,2,326524.0,MEASURED,05c41a83e75a41b6a2197fb78c4a0db3a738a97819c9e2ae90872b3f35cd17f3,1
SEED_ICLR2026_813ed01a11220fcdeed10e0d7da2de25,R1,32,1,32,1,42316,MEASURED,175d8c2aeccf1f9a3cb15e207ddeea9a15dd34c0e034fe64f2f54aaacc0df3c6,31
SEED_ICLR2026_813ed01a11220fcdeed10e0d7da2de25,R2,32,8,238,8,71970.5,MEASURED,d47531619aece007fe28434307f19f497dfebd1636abbc84107b5af6f91a7036,24
SEED_ICLR2026_813ed01a11220fcdeed10e0d7da2de25,R3,32,7,215,7,82625,MEASURED,0a622374a4c5ece18f9f14db19dffe4d98cd0bf4e369f0aff123278706d39fb0,25
SEED_ICLR2026_813ed01a11220fcdeed10e0d7da2de25,R4,1,7,7,1,203691,MEASURED,082617e07b0ee0ba02c94e4d3cc6d47e27b146f34131ef6739b61b9c646ca5be,6
SEED_ICLR2026_815d50638e46b7f3bdaaae2158c68d54,R1,26,0,0,0,,MEASURED,d9a8960607460da5ee0072452193ad5f564b42d328b82d51a93886188d0d2245,26
SEED_ICLR2026_815d50638e46b7f3bdaaae2158c68d54,R2,26,3,74,3,75367,MEASURED,3ebc6032112a59ccc04e724f8938da885d15f2bf2a65737d6f7b4c4651d703bc,23
SEED_ICLR2026_815d50638e46b7f3bdaaae2158c68d54,R3,26,6,112,6,83034.0,MEASURED,f249c3dec3d38533a4aa4c0dc6705a2faa7aa230f613749b0d70daedcfd12b8b,20
SEED_ICLR2026_815d50638e46b7f3bdaaae2158c68d54,R4,0,6,0,0,,MEASURED,ab47605d34817741efc660d46553971cebdb74c207e2457b77fa6fbde3288a8e,6
SEED_ICLR2026_819977c0a95458911bbfd9e5b5115018,R1,21,0,0,0,,MEASURED,5fe90694275a1ac017d88effd74cbe6b9172499d5575e2bd4e14892253b55787,21
SEED_ICLR2026_819977c0a95458911bbfd9e5b5115018,R2,21,27,492,21,67630,MEASURED,b3c51b0d66b9d1ca2473cd12d24403461710b8f04f52940f3a61d9af59e123a1,6
SEED_ICLR2026_819977c0a95458911bbfd9e5b5115018,R3,21,0,0,0,,MEASURED,fe69d237137a9662d0e3d44459ed813c6eabe74b011076fa22b67cce55d9033f,21
SEED_ICLR2026_819977c0a95458911bbfd9e5b5115018,R4,0,0,0,0,,MEASURED,1f19fef9dd29db3aa09a5a1c7578eefc619492f17c50a928325a276c53bb080f,0
SEED_ICLR2026_81a28be483155f802ddef448d6fc4b57,R1,29,3,64,3,218868,MEASURED,f3f0b5dea4f376388e350c1533548ad1924b7409d1cfa7cf6f9b24b49ed6291f,26
SEED_ICLR2026_81a28be483155f802ddef448d6fc4b57,R2,29,2,50,2,79918.0,MEASURED,ed7bb57858b0cf46fe28a12b829d12d8cbe81be1870fe428acc28e59e330111e,27
SEED_ICLR2026_81a28be483155f802ddef448d6fc4b57,R3,29,5,122,5,98961,MEASURED,4162318477f37b699431ab55a4fbbc5f82b15a6a99da7669ba236f9481edff1a,24
SEED_ICLR2026_81a28be483155f802ddef448d6fc4b57,R4,3,5,13,3,202840,MEASURED,8974f2806841e2fb2bd31f5f5dd96157632b031463dfd409ae92106ba7d95f03,2
SEED_ICLR2026_81ad31a803527193796d0987daa1854c,R1,31,1,31,1,105298,MEASURED,8a701bdb0b3c2fb3867a2afeddd344eb5b98f1c56c9da61dd14826bc5e02fcfc,30
SEED_ICLR2026_81ad31a803527193796d0987daa1854c,R2,31,9,268,9,47934,MEASURED,07b223d0374cff90b766eb60fd86d97fe75ce0c227caefcc9cb8f9c8acb185c0,22
SEED_ICLR2026_81ad31a803527193796d0987daa1854c,R3,31,4,99,4,155805.0,MEASURED,4ccda91b0791969c8f51b277536e9eb0bf8d97b47a74738c2a6b39332a28908a,27
SEED_ICLR2026_81ad31a803527193796d0987daa1854c,R4,1,4,4,1,404344,MEASURED,c630e1881e85cbe4ba8db98e64c721814f788f831f9f4da9562fe21395390461,3
SEED_ICLR2026_81c252b45b3bd7d9bf080eb27794b762,R1,12,3,35,3,179687,MEASURED,8e925dc2ca3d524583f4c33b32d2a8bf092146c6ddd558a5b466044e066b2c70,9
SEED_ICLR2026_81c252b45b3bd7d9bf080eb27794b762,R2,12,1,11,1,155446,MEASURED,1f391af19f7e0fbf39436976d1206625362b2011a9e79e6a1e5556d1b5645224,11
SEED_ICLR2026_81c252b45b3bd7d9bf080eb27794b762,R3,12,11,130,11,191460,MEASURED,9daf76ce7f38d9cb0d3cb4665b38c36a7daf12bdf084e763abd0932c7bee1998,1
SEED_ICLR2026_81c252b45b3bd7d9bf080eb27794b762,R4,3,11,31,3,172077,MEASURED,020b6fa26f16072650cd5c7252b7fe4760612ca352671a73bf986c4af46f04e3,8
SEED_ICLR2026_81e1cdaa570954321d8b06be386cc3d4,R1,32,3,95,3,158639,MEASURED,9ae348e41f4e6d685a7900f57f730efcf38b396c8627160fd87357d5d19005b0,29
SEED_ICLR2026_81e1cdaa570954321d8b06be386cc3d4,R2,32,4,125,4,42856.5,MEASURED,f448a5b3afdaaaf2666493d6e006713699f81445e6176901a0e19ebd66353fc9,28
SEED_ICLR2026_81e1cdaa570954321d8b06be386cc3d4,R3,32,22,674,22,157841.0,MEASURED,9505414da78e569a7e88205a1232d2a9f236399f4e629c657bc4e3d6e27991e6,10
SEED_ICLR2026_81e1cdaa570954321d8b06be386cc3d4,R4,3,22,63,3,46303,MEASURED,a634498d1e50e66f7637381434ccbc3962c9d60dc49bf9ff023b95850e07d519,19
SEED_ICLR2026_821d20219c2f14850af1b5220f0ed13f,R1,15,0,0,0,,MEASURED,7c09d191ce9de620507c2b373f77773b5e9bee8f86ccb082835dbb86e2136b30,15
SEED_ICLR2026_821d20219c2f14850af1b5220f0ed13f,R2,15,10,139,10,162981.5,MEASURED,f40d78a3b5dde7b31a4680a111afb40f689683be9a8b8ce8096889adc36842dd,5
SEED_ICLR2026_821d20219c2f14850af1b5220f0ed13f,R3,15,1,15,1,63906,MEASURED,d1bebb8017432e217d0d2aef674f2330fb8efbd15c00b071325fc9ed41bc68d3,14
SEED_ICLR2026_821d20219c2f14850af1b5220f0ed13f,R4,0,1,0,0,,MEASURED,4931527fb31cbe9b3acd20308c26fc81d5374801bc48437426f358c33fa5f33f,1
SEED_ICLR2026_823e0a705f4661a8901ec0dd95429eba,R1,51,1,43,1,62174,MEASURED,635c32c3cd96d8230687d5fad315dc6d931266c6054e0cc53b33621950ea8852,50
SEED_ICLR2026_823e0a705f4661a8901ec0dd95429eba,R2,51,4,191,4,46126.5,MEASURED,90726dc0fd1c105af8280b501099c5539299977b7249862f723ed7003c5c102c,47
SEED_ICLR2026_823e0a705f4661a8901ec0dd95429eba,R3,51,4,185,4,46848.0,MEASURED,46ea10c6022e21ad2737416f6417e8f030ced0e4ced48d626fc33e3e6ddc82c0,47
SEED_ICLR2026_823e0a705f4661a8901ec0dd95429eba,R4,1,4,4,1,170028,MEASURED,fc5dc7bb953e7058eb100cf344906899160cfee6c534d9b93cbea58a86919466,3
SEED_ICLR2026_823e43f5537d8c1894afd1f6ab00a927,R1,24,4,86,4,72696.5,MEASURED,5eaedc1ec75c1eb2ebb33ac1f10211c9e85d3ed7b130b299a59f1838e42d8f1a,20
SEED_ICLR2026_823e43f5537d8c1894afd1f6ab00a927,R2,24,15,307,15,61138,MEASURED,44440a9b0e2a5ed51683aa7f212937df914e824dbe8037a9ecdecdaaa0d96a4d,9
SEED_ICLR2026_823e43f5537d8c1894afd1f6ab00a927,R3,24,0,0,0,,MEASURED,e4abb6867c6d4406ecb15152fe75873883caca192833ac56262100ee39f7e3df,24
SEED_ICLR2026_823e43f5537d8c1894afd1f6ab00a927,R4,4,0,0,0,,MEASURED,14f11a41aa0d3d594d3c4ebce63691b97c18ae87ca2cef3b0eaa01e10ccf934d,4
SEED_ICLR2026_8248b1ded388fcdbbd121bcdfea3068c,R1,21,0,0,0,,MEASURED,8c6f8a5017fa8150e646eb84a32b4f2dc3bfb2918f75669459f5bbfd75bfc858,21
SEED_ICLR2026_8248b1ded388fcdbbd121bcdfea3068c,R2,21,5,103,5,52495,MEASURED,c574333d433879331a6eec90b9ba281dd90a36802e2a5b776a1c6daf34e0a064,16
SEED_ICLR2026_8248b1ded388fcdbbd121bcdfea3068c,R3,21,2,28,2,154576.0,MEASURED,c16e57cf011e149baf68739922ed1b59a35e4224bafc9543eddf4d0c5b8ccbc1,19
SEED_ICLR2026_8248b1ded388fcdbbd121bcdfea3068c,R4,0,2,0,0,,MEASURED,0687efa971d919e05daf31dc0682f9fcc2090efcdf738e76ae968dd5ee4fd0d5,2
SEED_ICLR2026_824acc60310a838dd15565a2f5fbf376,R1,17,3,45,3,102741,MEASURED,5438196ce6987bdce4751d6a957448ec53713da7dd22824c10348364ad5c9492,14
SEED_ICLR2026_824acc60310a838dd15565a2f5fbf376,R2,17,4,64,4,137885.5,MEASURED,ee801a2a5b54787734e72da57533d252ea44b4af4c057ebf240168c3f52dfa86,13
SEED_ICLR2026_824acc60310a838dd15565a2f5fbf376,R3,17,1,15,1,55201,MEASURED,a349a95a26cda90a3342cf0e6f50063bee54b8a53d5abbeea33326aeab882ecd,16
SEED_ICLR2026_824acc60310a838dd15565a2f5fbf376,R4,3,1,3,1,185526,MEASURED,122eaa306419388f9813ec5c91bdc4fd01ca79df939897aec795a9c28548bb98,2
SEED_ICLR2026_825150adf7ecf1969eabf68afab6f9d3,R1,23,1,23,1,191746,MEASURED,fbe6c2ac28dad761620636d3101a85d6e7d70b6bcc803034de4c97511661d9f3,22
SEED_ICLR2026_825150adf7ecf1969eabf68afab6f9d3,R2,23,2,36,2,182064.0,MEASURED,4276d71352f8c86af8766d7ace13badcd371767f9c3721b91e00426bf9c74795,21
SEED_ICLR2026_825150adf7ecf1969eabf68afab6f9d3,R3,23,2,40,2,125934.0,MEASURED,83b7a14577cbcf90fbe0a67fecc72fc72b1f02f77b62a50c53fda6ec54229fbd,21
SEED_ICLR2026_825150adf7ecf1969eabf68afab6f9d3,R4,1,2,2,1,316090,MEASURED,4a877c4c5211b366f39c53970292406493b164049a3a6f06891703c51fa1d37e,1
SEED_ICLR2026_82846e19e6d42ebfd4ace4361def29ae,R1,36,1,33,1,176649,MEASURED,7297a1fc838a6b1f861bb77ad7f00e24dc576748fb7f46ca91553a0cad64e764,35
SEED_ICLR2026_82846e19e6d42ebfd4ace4361def29ae,R2,36,22,720,22,35174.5,MEASURED,67b92ecf53abefaabe69401f3910d456fd008ad56016eb839328ca8f3a6d6423,14
SEED_ICLR2026_82846e19e6d42ebfd4ace4361def29ae,R3,36,1,31,1,58045,MEASURED,cd6ef9e8eb2590e65e532f3acb3a7261e5e06eab3fb5f0c8a181506ffd835eb9,35
SEED_ICLR2026_82846e19e6d42ebfd4ace4361def29ae,R4,1,1,1,1,468458,MEASURED,74e73ac6f631e4b92ce54495fd35ff393a7ff29bd88dc0626b56a918b1c10ab8,0
SEED_ICLR2026_829300b183943850930c3ce36fe04268,R1,27,3,65,3,147236,MEASURED,73a7a51f7587b6d8ea96b4f06ba3641acd7d9f67d68fc8238625398f1b64c7ee,24
SEED_ICLR2026_829300b183943850930c3ce36fe04268,R2,27,10,240,10,106455.0,MEASURED,f0452ef2c3220d84b7ba62f7f90ccf77497bdae856e680ee096f6175747176b6,17
SEED_ICLR2026_829300b183943850930c3ce36fe04268,R3,27,2,54,2,47567.0,MEASURED,672148d674cfa92852b9a1edc1e0f48f365b499740719794f743d1dbebcbd4b7,25
SEED_ICLR2026_829300b183943850930c3ce36fe04268,R4,3,2,6,2,123234.0,MEASURED,83d3e935fc6f0f993affe2ccbeab2fee93baba97abeb5c74079e48d295462c84,1
SEED_ICLR2026_829d8117138ea1ea3eae65bd526ff727,R1,57,0,0,0,,MEASURED,79bc90806180e64ef782e09e608d0e28f9e2b82f4e7a1c3b897699a63c28a920,57
SEED_ICLR2026_829d8117138ea1ea3eae65bd526ff727,R2,57,6,325,6,77449.0,MEASURED,602f6ff3406e658d55cc192956edb4afe2961e2d572edf5887a773c26005a6d3,51
SEED_ICLR2026_829d8117138ea1ea3eae65bd526ff727,R3,57,4,203,4,104284.5,MEASURED,827e0d26466016b3c8f377884094b506c14855a3be6177d9393c03252980da5e,53
SEED_ICLR2026_829d8117138ea1ea3eae65bd526ff727,R4,0,4,0,0,,MEASURED,715830028fd5830626350a48829a21af95c78906616ef946adbb8f225d561155,4
SEED_ICLR2026_82a227f51354b7ebafea51023d547d29,R1,25,1,22,1,115474,MEASURED,343fc4e1fd9d3198c5ba4a89da18caaa49293c0f60089c905c5ec8747cbb5b87,24
SEED_ICLR2026_82a227f51354b7ebafea51023d547d29,R2,25,1,22,1,161859,MEASURED,4ffaf83154720e316a3528792eea27ad6a062b748ff0fac0c8660ea3649db467,24
SEED_ICLR2026_82a227f51354b7ebafea51023d547d29,R3,25,8,168,8,101983.0,MEASURED,eabac054bfb06171a75580f2e6cabdaa46fe37f5846eb4723a4524b00d7e6d48,17
SEED_ICLR2026_82a227f51354b7ebafea51023d547d29,R4,1,8,7,1,205119,MEASURED,0b7f41236ddfe78b3cc9865e19df1d1bbdb06692c23b8cb6531327cf58ab7c20,7
SEED_ICLR2026_82ad13ec01f9fe44c01cb91814fd7b8c,R1,58,4,201,4,86322.0,MEASURED,5dd4f0681efad43aa772ae65738506ebc1582b71754d71dc9269ca0184bf2745,54
SEED_ICLR2026_82ad13ec01f9fe44c01cb91814fd7b8c,R2,58,3,151,3,60137,MEASURED,3f66a14f4e89917514af96a1506169ae1134fcc74c80a48c62d1c3d5dd29c145,55
SEED_ICLR2026_82ad13ec01f9fe44c01cb91814fd7b8c,R3,58,4,172,4,120179.5,MEASURED,bc73fdd39a5825afc1cb8c15d582c9bb7ecaa612dc2e1bb9a9a97da9f43478b5,54
SEED_ICLR2026_82ad13ec01f9fe44c01cb91814fd7b8c,R4,4,4,12,4,247226.0,MEASURED,6073ebf6411eee141a4c2acd127cea1e9667df93230c015e1067d43da7952b1e,0
SEED_ICLR2026_82aec8518602748540a42b783468c94d,R1,33,0,0,0,,MEASURED,5d458b63807c7598a587ff4692a1784b1aa49d66dcfbd7a118992109db360e02,33
SEED_ICLR2026_82aec8518602748540a42b783468c94d,R2,33,6,188,6,61094.5,MEASURED,b6391a2d62f9a5862f5f938a0ce57b787f80aa0545d3d900fed10aed02d846a6,27
SEED_ICLR2026_82aec8518602748540a42b783468c94d,R3,33,22,659,22,112598.5,MEASURED,5586e7b112afcc8c291965a4b23f6d42b6dc05006f37cd1e956f7f69e9421b2a,11
SEED_ICLR2026_82aec8518602748540a42b783468c94d,R4,0,22,0,0,,MEASURED,fe8df83448dadcd0caaf672cec89b179531e282f1673045c553f7dbd7cfd6087,22
SEED_ICLR2026_82b0a4689e8a6c75388fe62d04835a97,R1,14,2,28,2,183087.0,MEASURED,db06d570a5c0e4ef16808bdc917e4d756ca649a4853477e84d764636eca5f8ef,12
SEED_ICLR2026_82b0a4689e8a6c75388fe62d04835a97,R2,14,1,14,1,197759,MEASURED,3b36baf19861baef003b0d1ac26a844b02ee2d814922dbbb206cbd7cc091b60f,13
SEED_ICLR2026_82b0a4689e8a6c75388fe62d04835a97,R3,14,10,113,10,151634.0,MEASURED,8a1ad618f92b895f11d21ab80929a6337a797afc0fc0a4e1f329991c65fe8047,4
SEED_ICLR2026_82b0a4689e8a6c75388fe62d04835a97,R4,2,10,16,2,174836.0,MEASURED,16999fd1d53fc047c3cbd5aaccdb9a090a775486104fb081efbffdf3f3d731fc,8
SEED_ICLR2026_82b0c1b954b6ef9f3cfb664a82b201bb,R1,20,0,0,0,,MEASURED,aaad29395171681450de9dc73edf810afeaf08e64bd1a67ad821a71bff061f44,20
SEED_ICLR2026_82b0c1b954b6ef9f3cfb664a82b201bb,R2,20,2,38,2,67105.0,MEASURED,ad44307d2e0f482b36fd4ad4691f829d078c504236b1b4d41350b27d1d312bb7,18
SEED_ICLR2026_82b0c1b954b6ef9f3cfb664a82b201bb,R3,20,0,0,0,,MEASURED,822b29876ddb22396d067d46867cf7f15193ca81d2f22ad4f6aad2425730ac0a,20
SEED_ICLR2026_82b0c1b954b6ef9f3cfb664a82b201bb,R4,0,0,0,0,,MEASURED,56e51d752802ceb4a0005dd52defe3397fa31c244c19cefc761e42ddfb24269e,0
SEED_ICLR2026_82c4ad0c3d3d4898a77be5df7b2ede3a,R1,80,1,78,1,24354,MEASURED,b78b754440e65fcd843d919e73b0d0c6894e9f5c29b73b8711c57f045619e5ca,79
SEED_ICLR2026_82c4ad0c3d3d4898a77be5df7b2ede3a,R2,80,22,1658,22,21367.0,MEASURED,fc5687b2cdb4108cf99a13595eb4dcfcad84d9600916cb21e9871252454c95c0,58
SEED_ICLR2026_82c4ad0c3d3d4898a77be5df7b2ede3a,R3,80,5,377,5,24950,MEASURED,f30abc77bb29b3ed309b4cbd7ec80816c223165267175adfaa8d500ca346e64d,75
SEED_ICLR2026_82c4ad0c3d3d4898a77be5df7b2ede3a,R4,1,5,5,1,101383,MEASURED,51dca3c8619587b71d26351ff5e95a569c5f33d1b73f39e81a4ddfc20d51dec7,4
SEED_ICLR2026_82d50077a0e140b524a18f380c95d55a,R1,34,2,57,2,67155.0,MEASURED,f214226f5a2475ebe6d64bc8cf95b46219d98cc889f472b0535d504cb80cee47,32
SEED_ICLR2026_82d50077a0e140b524a18f380c95d55a,R2,34,4,129,4,59084.0,MEASURED,13bae7833dad6ac6238c0e3a3c80563bfcbaec08fcfb6c79d1e22c18dd0f5d08,30
SEED_ICLR2026_82d50077a0e140b524a18f380c95d55a,R3,34,0,0,0,,MEASURED,bdae6a77d89735b46756c9ef31af06bffc4bef8cbef07ffdafcf69b6dc62f6e1,34
SEED_ICLR2026_82d50077a0e140b524a18f380c95d55a,R4,2,0,0,0,,MEASURED,64dd1be620a7d286763abe6996cfe078f66e207a10613056dc382992032559c8,2
SEED_ICLR2026_82eac7050fb44b662062ac64aa6637c3,R1,34,1,34,1,23921,MEASURED,16e07d8e180e3c75da49c2487f0dfd09bafa24ff6711f4181a7389cb19fa4b27,33
SEED_ICLR2026_82eac7050fb44b662062ac64aa6637c3,R2,34,13,417,13,33290,MEASURED,a224e4b0057e4cdcce7713f43a1e0e8c1db35a65a35088e2f3779f64343c4865,21
SEED_ICLR2026_82eac7050fb44b662062ac64aa6637c3,R3,34,1,24,1,200096,MEASURED,b6ca80480c6d4a9b56e2971ada280ff65744f65563e5c8afa9711f6a74d5b304,33
SEED_ICLR2026_82eac7050fb44b662062ac64aa6637c3,R4,1,1,1,1,524155,MEASURED,201193314b4255ab6b63ebedaa0a32b5729b5a93e6a81ff28f0b088deaadf7ae,0
SEED_ICLR2026_82f625a28d822d2748b9f5c4f9a89bb9,R1,26,1,24,1,108969,MEASURED,ee9791da45121b5bf05ebb276dd8474ff7910b921691c1f89ebeade6ed43d72c,25
SEED_ICLR2026_82f625a28d822d2748b9f5c4f9a89bb9,R2,26,7,166,7,51200,MEASURED,fd8f326843f91e1a48fce0a7611c401a4fbcfde4fe86eec660c86cf74a29596d,19
SEED_ICLR2026_82f625a28d822d2748b9f5c4f9a89bb9,R3,26,8,176,8,138854.5,MEASURED,2140e8cfe3feb8ef26e008a4ade670befdbec4277f758f9ee811f0b457b22e24,18
SEED_ICLR2026_82f625a28d822d2748b9f5c4f9a89bb9,R4,1,8,8,1,63843,MEASURED,477dda2af01741d3ec48ac91d87728b7c204b6a0b3f64c4e51c466cc2967a1ce,7
SEED_ICLR2026_82f77023563b21fbd423b2d9b165c281,R1,14,2,21,2,198014.0,MEASURED,d8bb7f6225791a829ec4e18374b064e7cd982fc607b03f89e3278f77dc2fe611,12
SEED_ICLR2026_82f77023563b21fbd423b2d9b165c281,R2,14,1,14,1,200657,MEASURED,e2b809542feb74e12e71ea141ffcb8efe207a101272bff42435dd519e7689bb8,13
SEED_ICLR2026_82f77023563b21fbd423b2d9b165c281,R3,14,1,10,1,45577,MEASURED,cffdc38f6bf8b1e67cb145404e936970a09c3560631ab91ac1b6bb1ddcd8f93e,13
SEED_ICLR2026_82f77023563b21fbd423b2d9b165c281,R4,2,1,2,1,411330,MEASURED,953fda2a1455e5dba363ae23f5dccbe30c4caeec67104b29a139b4b3185dfc24,1
SEED_ICLR2026_8329a45669017898bb0cc09d27f8d2bb,R1,15,0,0,0,,MEASURED,dfe22280433fdd5ffd93c1e03973f8f564b7393d6fed08da6508f5d15a815ab6,15
SEED_ICLR2026_8329a45669017898bb0cc09d27f8d2bb,R2,15,6,84,6,167827.5,MEASURED,eb71a9a9725ddeb1bae4ab86ae35f8466f7bb5313ac33b6fb08c52236db02bae,9
SEED_ICLR2026_8329a45669017898bb0cc09d27f8d2bb,R3,15,1,14,1,82852,MEASURED,fa5e76093a533dbad578452e733073c4d9eea5286bc4756ee55d6685c41716bc,14
SEED_ICLR2026_8329a45669017898bb0cc09d27f8d2bb,R4,0,1,0,0,,MEASURED,68c1d27085d08a15fd9f9207f47f28f42276475013d41a24ea00c95075e5e8fe,1
SEED_ICLR2026_833997c2cc06984a70ff8ba4fcd28112,R1,20,0,0,0,,MEASURED,96ea54d19a2473cb9154d4102ea18fc853675d2576469e20c87c2c75a394adee,20
SEED_ICLR2026_833997c2cc06984a70ff8ba4fcd28112,R2,20,0,0,0,,MEASURED,482852440792037c7e45b87c16a0a75c32fff91f0877830aefaeda3ddd301686,20
SEED_ICLR2026_833997c2cc06984a70ff8ba4fcd28112,R3,20,2,40,2,59539.0,MEASURED,3231baa70fd232cf21f0018efc5faf7e7278873ea1aca246ff4fa8a91a2109ab,18
SEED_ICLR2026_833997c2cc06984a70ff8ba4fcd28112,R4,0,2,0,0,,MEASURED,bd04460487d98b4c121379efcca3918663281887fb21bc96d42fd9ab133504c8,2
SEED_ICLR2026_83545662894411d8e27ab1395932c623,R1,16,1,16,1,96018,MEASURED,09c7ea3a88fdb346de4b700f94e0770dac5da58f29fad7f5eb3097963a05a713,15
SEED_ICLR2026_83545662894411d8e27ab1395932c623,R2,16,0,0,0,,MEASURED,f9d260b01ff978f6c7212781f78db88814640c880fef56c00d15fd08ea453923,16
SEED_ICLR2026_83545662894411d8e27ab1395932c623,R3,16,2,28,2,199291.0,MEASURED,da5f3da0e71ae9ece4586b9ec7495b78beccb3fc7e94b3efbd807cc7b410a558,14
SEED_ICLR2026_83545662894411d8e27ab1395932c623,R4,1,2,2,1,325306,MEASURED,ee55d59a33ac5fb63426f0870cc14303d3b1cb95f5e8e192dfda8daed3a6c2ed,1
SEED_ICLR2026_8365049fc3fe46cb5ebd648d58ba0933,R1,27,3,67,3,73648,MEASURED,6e91993077ca31b1e0105fa1283c859c8922efda72861eb4a9cf1cd7fce67815,24
SEED_ICLR2026_8365049fc3fe46cb5ebd648d58ba0933,R2,27,46,1029,27,68081,MEASURED,7fbb73c3c798f8373f54ed634d535175460f3e084309c6bfa579e3c301c6c7ba,19
SEED_ICLR2026_8365049fc3fe46cb5ebd648d58ba0933,R3,27,2,51,2,18830.5,MEASURED,918fafaa4e7f7aa2af38fb0f67b97cbccffbf6c449ca687b8dce8ff631cfe373,25
SEED_ICLR2026_8365049fc3fe46cb5ebd648d58ba0933,R4,3,2,5,2,288012.0,MEASURED,5ccd6573624b5f8e5f3046f0b5dfc18435ff9c2c90c953065eaaac51445daa3c,1
SEED_ICLR2026_8365c06948c91169bb74b1b0629c68a2,R1,57,0,0,0,,MEASURED,eeda62f5c3e379e735887d592cb3136a52ebc89b1fbce78f8f738cc01f541560,57
SEED_ICLR2026_8365c06948c91169bb74b1b0629c68a2,R2,57,8,429,8,70754.5,MEASURED,e860b4bde9401c034f6356ba683923de0a5f46be00dbf8c5df5232fd60ac561c,49
SEED_ICLR2026_8365c06948c91169bb74b1b0629c68a2,R3,57,1,44,1,51595,MEASURED,bd5e621132f505433b9472bf1d8c04061f8c1f06a5c8e9810ae6500a388db468,56
SEED_ICLR2026_8365c06948c91169bb74b1b0629c68a2,R4,0,1,0,0,,MEASURED,cd9c4e5a895b7a1b9f4937e7ac006c2ea1284bead91985f59601d035cfa703a3,1
SEED_ICLR2026_836cf992a71f7a0bda218c180f942902,R1,25,6,138,6,58208.5,MEASURED,56ef52ef7f37bc14c99510ebaab4aa09a802a23803e865d1961364e565a1f40e,19
SEED_ICLR2026_836cf992a71f7a0bda218c180f942902,R2,25,8,195,8,44872.0,MEASURED,895cc6481b0fb6b2be67071ce324009bdee7e92a47ba2dd68c57733371abeec3,17
SEED_ICLR2026_836cf992a71f7a0bda218c180f942902,R3,25,6,138,6,56827.5,MEASURED,154e815b7f1cf5093fb62c1c4e8d4d6a6053933c11ccebbffc1e57f77b236fd3,19
